PDV,Latitud Facturacion,Longitud Facturacion,Latitud Check in ,Longitud Check in ,Latitud FA,Longitud FA
PG43843|FARMACIAS DEL AHORRO SUC. PASEO DE LA LUZ,19.27471036,-99.63416074,,,, 
PG43902|FARMACIAS DEL AHORRO SUC. PLAZA 404,25.646001,-100.3601325,25.6468928,-100.3594144,, 
PG43907|FARMACIAS GUADALAJARA SUC. TEPIC INDEPENDENCIA,21.4947808,-104.8792818,,,, 
PG43969|FARMACIAS DEL AHORRO SUC. SAN MIGUEL,19.35237755,-99.07785364,,,, 
PG45140|FARMACIAS ROMA SUC. TERAN TERAN,32.5465273,-116.8933807,32.546478,-116.8935752,, 
PG48813|FARMACIAS ROMA SUC. LA LINEA,32.54091107,-117.0248188,32.5390631,-116.9962815,, 
PG48946|FARMACIAS GUADALAJARA SUC. CHIHUAHUA BLVD. FUENTES MARES,28.6207793,-106.0538308,28.6265911,-106.0579559,, 
PG48946|FARMACIAS GUADALAJARA SUC. CHIHUAHUA BLVD. FUENTES MARES,28.6207793,-106.0538308,,,, 
PG48965|FARMACIAS GUADALAJARA SUC. CULIACAN UNIVERSO,24.81983911,-107.4521878,,,, 
PG48975|FARMACIAS ISSEG SUC. 221,20.6688932,-101.3389388,20.6609213,-101.3408971,, 
PG48975|FARMACIAS ISSEG SUC. 221,20.6688932,-101.3389388,,,, 
PG48977|FARMACIAS GUADALAJARA SUC. TOLUCA PLAZA JUAREZ,19.280403,-99.653977,19.2959078,-99.6485918,, 
PG48982|FARMACIAS DEL AHORRO SUC. XOCO,19.3584442,-99.1622402,19.3748078,-99.1631344,, 
PG48982|FARMACIAS DEL AHORRO SUC. XOCO,19.3584442,-99.1622402,,,, 
PG49173|FARMACIAS GUADALAJARA SUC. MAZATLAN MUNICH,23.25938929,-106.3965286,23.2317688,-106.4195344,, 
PG49173|FARMACIAS GUADALAJARA SUC. MAZATLAN MUNICH,23.25938929,-106.3965286,23.2255683,-106.4202367,, 
PG49173|FARMACIAS GUADALAJARA SUC. MAZATLAN MUNICH,23.25938929,-106.3965286,,,, 
PG49358|FARMACIAS GUADALAJARA SUC. DURANGO PRIMO DE VERDAD,23.9947308,-104.679007,23.9937332,-104.6862805,, 
PG53341|FARMACIA SAN PABLO SUC. LA VILLA,19.475113,-99.12089,,,, 
PG53350|FARMACIA SAN PABLO SUC. MIXCOAC,19.36496496,-99.17731101,19.3748143,-99.1621328,, 
PG53350|FARMACIA SAN PABLO SUC. MIXCOAC,19.36496496,-99.17731101,19.374868,-99.1631526,, 
PG53350|FARMACIA SAN PABLO SUC. MIXCOAC,19.36496496,-99.17731101,,,, 
PG53374|FARMACIA SAN PABLO SUC. NEZA,19.388544,-99.035708,19.393028,-99.0510593,, 
PG53374|FARMACIA SAN PABLO SUC. NEZA,19.388544,-99.035708,,,, 
PG53380|FARMACIA SAN PABLO SUC. VERTIZ,19.3799723,-99.1531136,19.3750656,-99.1620481,, 
PG53390|FARMACIA SAN PABLO SUC. AV. TOLUCA,19.3494035,-99.1891756,19.384907,-99.1918109,, 
PG53398|FARMACIA SAN PABLO SUC. CANAL DE GARAY,19.3409692,-99.0630429,19.3541462,-99.0595148,, 
PG53398|FARMACIA SAN PABLO SUC. CANAL DE GARAY,19.3409692,-99.0630429,19.352777,-99.0598368,, 
PG53398|FARMACIA SAN PABLO SUC. CANAL DE GARAY,19.3409692,-99.0630429,,,, 
PG53410|FARMACIA SAN PABLO SUC. ALTAVISTA,19.34931065,-99.18905721,19.3725062,-99.1930172,, 
PG53410|FARMACIA SAN PABLO SUC. ALTAVISTA,19.34931065,-99.18905721,19.3821172,-99.1932568,, 
PG53410|FARMACIA SAN PABLO SUC. ALTAVISTA,19.34931065,-99.18905721,,,, 
PG53436|FARMACIA SAN PABLO SUC. BOLEO,19.4518176,-99.1252003,,,, 
PG53454|FARMACIA SAN PABLO SUC. ROJO GOMEZ,19.35819615,-99.08591195,,,, 
PG53461|FARMACIA SAN PABLO SUC. CANAL DE SAN JUAN,19.39063064,-99.05978164,19.3829256,-99.0609816,, 
PG53461|FARMACIA SAN PABLO SUC. CANAL DE SAN JUAN,19.39063064,-99.05978164,,,, 
PG53469|FARMACIA SAN PABLO SUC. PEÑON,19.3740779,-99.0188862,19.3851239,-99.0355157,, 
PG53469|FARMACIA SAN PABLO SUC. PEÑON,19.3740779,-99.0188862,,,, 
PG53470|LA COMER SUC. DEL VALLE,19.3751966,-99.1670863,19.3619805,-99.1826591,, 
PG53476|FARMACIA SAN PABLO SUC. FELIX CUEVAS,19.3732426,-99.1758319,,,, 
PG53535|FARMACIAS DEL AHORRO SUC. OSCAR PEREZ,23.2803288,-106.4348704,23.2526954,-106.4197013,, 
PG53535|FARMACIAS DEL AHORRO SUC. OSCAR PEREZ,23.2803288,-106.4348704,,,, 
PG53583|FARMACIAS DEL AHORRO SUC. JUAN PABLO,23.23943842,-106.4121794,23.2802974,-106.4348337,, 
PG53583|FARMACIAS DEL AHORRO SUC. JUAN PABLO,23.23943842,-106.4121794,23.2800633,-106.4345383,, 
PG53583|FARMACIAS DEL AHORRO SUC. JUAN PABLO,23.23943842,-106.4121794,23.280283,-106.4348043,, 
PG53583|FARMACIAS DEL AHORRO SUC. JUAN PABLO,23.23943842,-106.4121794,23.2802827,-106.4347764,, 
PG53583|FARMACIAS DEL AHORRO SUC. JUAN PABLO,23.23943842,-106.4121794,,,, 
PG53586|FARMACIAS GUADALAJARA SUC. TEPIC AV. TECNOLOGICO,21.4738622,-104.8568696,,,, 
PG53648|FARMACIAS DEL AHORRO SUC. LAZARO CARDENAS,25.5692278,-108.4723282,25.5699828,-108.4611794,, 
PG53648|FARMACIAS DEL AHORRO SUC. LAZARO CARDENAS,25.5692278,-108.4723282,25.5700063,-108.4611776,, 
PG53681|FARMACIAS DEL AHORRO SUC. CENTENARIO,25.79005672,-109.0126441,,,, 
PG53696|HEB SUC. LAS LOMAS,22.13229515,-101.0346347,22.1471203,-101.0134163,, 
PG53696|HEB SUC. LAS LOMAS,22.13229515,-101.0346347,,,, 
PG53717|FARMACIAS GUADALAJARA SUC. ENSENADA JOSE MARIA MORELOS,31.78333557,-116.5957685,,,, 
PG53725|FARMACIAS DEL AHORRO SUC. BAHIA,23.2527059,-106.4198446,23.24522736,-106.4197812,, 
PG53725|FARMACIAS DEL AHORRO SUC. BAHIA,23.2527059,-106.4198446,23.24616079,-106.4209863,, 
PG99530|FARMACIAS GUADALAJARA SUC. AV ERMITA,19.343271,-99.033082,19.3430168,-99.0450998,, 
PG99530|FARMACIAS GUADALAJARA SUC. AV ERMITA,19.343271,-99.033082,,,, 
PG99532|FARMACIAS GUADALAJATA SUC CANAL DE GARAY DEL GUSTAVO MAD,0,0,19.3488073,-99.0608413,, 
PG99532|FARMACIAS GUADALAJATA SUC CANAL DE GARAY DEL GUSTAVO MAD,0,0,19.3406438,-99.0633483,, 
PG99532|FARMACIAS GUADALAJATA SUC CANAL DE GARAY DEL GUSTAVO MAD,0,0,19.3402176,-99.0638471,, 
PG99532|FARMACIAS GUADALAJATA SUC CANAL DE GARAY DEL GUSTAVO MAD,0,0,,,, 
PG99534|FARMACIAS GUADALAJARA SUC. SAN IGNACIO,0,0,19.363149,-99.0987568,, 
PG99534|FARMACIAS GUADALAJARA SUC. SAN IGNACIO,0,0,19.3625417,-99.0980732,, 
PG99534|FARMACIAS GUADALAJARA SUC. SAN IGNACIO,0,0,,,, 
PG99535|FARMACIA GUADALAJARA SUC. BARATILLO,0,0,19.3807346,-99.0871002,, 
PG99535|FARMACIA GUADALAJARA SUC. BARATILLO,0,0,19.3802858,-99.0871321,, 
PG99535|FARMACIA GUADALAJARA SUC. BARATILLO,0,0,,,, 
PG99537|FARMACIAS ISSEG SUC. 216,20.669555,-101.338497,20.6657123,-101.3469994,, 
PG99555|269 SORIANA HIPER ZARAGOZA,19.38935,-99.041006,19.3385612,-99.0641749,, 
PG99555|269 SORIANA HIPER ZARAGOZA,19.38935,-99.041006,,,, 
PG99651|225 SOR.MERCADO LOS OLIVOS,19.39504,-98.9715,19.3430109,-98.977848,, 
PG99794|519 T.CALIMAX PEDREGAL,32.580218,-115.365668,32.5727957,-115.3654257,, 
PG99813|SORIANA HIPER HERMOSILLO SOLIDARIDAD,25.77802786,-100.3882034,29.0828107,-110.981993,, 
PG99813|SORIANA HIPER HERMOSILLO SOLIDARIDAD,25.77802786,-100.3882034,,,, 
PG99834|254 T. SMART FUENTES MARES,28.622475,-106.029082,28.6167396,-106.0261421,, 
PG99834|254 T. SMART FUENTES MARES,28.622475,-106.029082,28.6179917,-106.0204864,, 
PG99841|SMART CAPITAN,28.619098,-106.055472,,,, 
PG99843|SORIANA HIPER MIRADOR,28.640623,-106.102145,28.6317985,-106.0889313,, 
PG99898|SOLEDAD DE GRACIANO SUR,22.18429,-100.93529,22.16743088,-100.9346542,, 
PG99916|FARMACIAS DEL AHORRO QUERETARO LOMA DORADA,0,0,,,, 
PG99925|FARMACIAS GUADALAJARA LA VIRGEN SOLEDAD GRAC,0,0,,,, 
SU BODEGA INGENIO,21.99814749,-99.0258911,22.0047313,-99.0297224,, 
TIPZEN SUBODEGA,21.98017,-99.000863,22.0220789,-99.0127471,, 
VALLES CENTRO SUBODEGA,21.985528,-99.01765,21.9984062,-99.0193006,, 
